David knows Bertram	David knows Bertram
Pedro lifts Will	Pedro lifts Will
Pedro defends Charles	Pedro defends Charles
Abby drowns Tom	Abby drowns Tom
James greets Alistair	James greets Alistair
Rob lifts Bill	Rob lifts Bill
Simon awakes Alistair	Simon awakes Alistair
Philippa knows Tom	Philippa knows Tom
Lily dislikes Philippa	Lily dislikes Philippa
Lily hates Charles	Lily hates Charles
Lily wakes Alistair	Lily wakes Alistair
Pedro throws Kenny	Pedro throws Kenny
Philip likes Elizabeth	Philip likes Elizabeth
John lifts Philip	John lifts Philip
Bill scars Rob	Bill scars Rob
Philippa meets Simon	Philippa meets Simon
Jane lifts Tom	Jane lifts Tom
Jane likes Will	Jane likes Will
Jane drags Melanie	Jane drags Melanie
Melanie dates Rick	Melanie dates Rick
Kenny startles John	Kenny startles John
John kills Alistair	John kills Alistair
Philip hunts Elizabeth	Philip hunts Elizabeth
Lily scares Alistair	Lily scares Alistair
Mary awakes Lily	Mary awakes Lily
Bill drags Elizabeth	Bill drags Elizabeth
Lily awakes Alistair	Lily awakes Alistair
Mary startles Matilda	Mary startles Matilda
Will scares Alistair	Will scares Alistair
Tom heals Caroline	Tom heals Caroline
Philip meets Caroline	Philip meets Caroline
Will defends David	Will defends David
Bill hunts Elizabeth	Bill hunts Elizabeth
Mary awakes Alistair	Mary awakes Alistair
Philippa scars Tom	Philippa scars Tom
Abby annoys Rob	Abby annoys Rob
Lily loves Philip	Lily loves Philip
Lily kills James	Lily kills James
Jane teaches Matilda	Jane teaches Matilda
John kills Elizabeth	John kills Elizabeth
Mary startles Caroline	Mary startles Caroline
Jane throws Sam	Jane throws Sam
Charles knows Tom	Charles knows Tom
Pedro knows Pedro	Pedro knows Pedro
Jane drags Will	Jane drags Will
John meets Rick	John meets Rick
John kills Philippa	John kills Philippa
Simon wakes Elizabeth	Simon wakes Elizabeth
Kenny throws Simon	Kenny throws Simon
Mary likes Tom	Mary likes Tom
David teaches Charles	David teaches Charles
James knows Bertram	James knows Bertram
Will dates Rob	Will dates Rob
Matilda loves Elizabeth	Matilda loves Elizabeth
Tom hunts Elizabeth	Tom hunts Elizabeth
Philip kills Caroline	Philip kills Caroline
James wakes Charles	James wakes Charles
James scars Alistair	James scars Alistair
Melanie likes Matilda	Melanie likes Matilda
Sam carries Abby	Sam carries Abby
Pedro scares Philippa	Pedro scares Philippa
Pedro greets Charles	Pedro greets Charles
John drags Philip	John drags Philip
Philippa kills Bill	Philippa kills Bill
Simon greets Caroline	Simon greets Caroline
Bill loves Bill	Bill loves Bill
Melanie dates Caroline	Melanie dates Caroline
Bertram teaches Rob	Bertram teaches Rob
Lily hates Caroline	Lily hates Caroline
John hates Philip	John hates Philip
Bertram heals David	Bertram heals David
Jane drags Bertram	Jane drags Bertram
Will hurts Alistair	Will hurts Alistair
Bill scars Elizabeth	Bill scars Elizabeth
Jane drowns John	Jane drowns John
Sam hates Elizabeth	Sam hates Elizabeth
David knows Charles	David knows Charles
Bertram scares Caroline	Bertram scares Caroline
Will hates Rick	Will hates Rick
Bertram startles Caroline	Bertram startles Caroline
Pedro throws Mary	Pedro throws Mary
Simon wakes Caroline	Simon wakes Caroline
Jane scars Will	Jane scars Will
Will scars Charles	Will scars Charles
David scars Rob	David scars Rob
Philippa likes Caroline	Philippa likes Caroline
Lily loves Alistair	Lily loves Alistair
David throws Caroline	David throws Caroline
Tom defends Alistair	Tom defends Alistair
David hates Rob	David hates Rob
Will hates Alistair	Will hates Alistair
Philippa drowns Rick	Philippa drowns Rick
Kenny drags Caroline	Kenny drags Caroline
Mary drags Matilda	Mary drags Matilda
Mary startles Alistair	Mary startles Alistair
Philip startles Rob	Philip startles Rob
John meets Charles	John meets Charles
Simon annoys Elizabeth	Simon annoys Elizabeth
David greets Melanie	David greets Melanie
Bill drags Caroline	Bill drags Caroline
Jane likes Philippa	Jane likes Philippa
John meets Philip	John meets Philip
Mary carries Abby	Mary carries Abby
Abby defends Alistair	Abby defends Alistair
David kills John	David kills John
Kenny teaches Rob	Kenny teaches Rob
Bertram hates Alistair	Bertram hates Alistair
Jane knows Charles	Jane knows Charles
Kenny dislikes John	Kenny dislikes John
Lily kills Philip	Lily kills Philip
Lily dislikes Elizabeth	Lily dislikes Elizabeth
Will drags Melanie	Will drags Melanie
Pedro hates Charles	Pedro hates Charles
Jane dates Rob	Jane dates Rob
John carries Elizabeth	John carries Elizabeth
Tom scares Tom	Tom scares Tom
Abby hurts Bill	Abby hurts Bill
David wakes Simon	David wakes Simon
Mary loves Matilda	Mary loves Matilda
John kills Caroline	John kills Caroline
James scars Caroline	James scars Caroline
Sam hurts Pedro	Sam hurts Pedro
Jane dates Bertram	Jane dates Bertram
Kenny awakes Philippa	Kenny awakes Philippa
Jane awakes Will	Jane awakes Will
John startles Matilda	John startles Matilda
Philippa meets Rob	Philippa meets Rob
Kenny hates Caroline	Kenny hates Caroline
Mary dislikes Philippa	Mary dislikes Philippa
Abby loves David	Abby loves David
Lily throws Rick	Lily throws Rick
James carries Bertram	James carries Bertram
Elizabeth lifts Elizabeth	Elizabeth lifts Elizabeth
Abby dislikes Philippa	Abby dislikes Philippa
Kenny wakes Bertram	Kenny wakes Bertram
David awakes Caroline	David awakes Caroline
Sam defends Alistair	Sam defends Alistair
Bill hunts Rob	Bill hunts Rob
Pedro lifts David	Pedro lifts David
Matilda startles Simon	Matilda startles Simon
Melanie startles Caroline	Melanie startles Caroline
Jane hunts Caroline	Jane hunts Caroline
Jane awakes Lily	Jane awakes Lily
David kills Melanie	David kills Melanie
Abby heals David	Abby heals David
James dates Charles	James dates Charles
Melanie kills John	Melanie kills John
Bill scars Caroline	Bill scars Caroline
Abby scares Alistair	Abby scares Alistair
Kenny scares Rob	Kenny scares Rob
Philippa likes Abby	Philippa likes Abby
Jane loves Philip	Jane loves Philip
Will likes Tom	Will likes Tom
Bill drags Alistair	Bill drags Alistair
Mary awakes Melanie	Mary awakes Melanie
Kenny teaches Rick	Kenny teaches Rick
Melanie loves Rick	Melanie loves Rick
Jane drags James	Jane drags James
John lifts David	John lifts David
Tom teaches Caroline	Tom teaches Caroline
Simon carries Elizabeth	Simon carries Elizabeth
Tom heals Tom	Tom heals Tom
Caroline hunts Elizabeth	Caroline hunts Elizabeth
Lily teaches Rob	Lily teaches Rob
Matilda awakes Charles	Matilda awakes Charles
Bertram teaches Caroline	Bertram teaches Caroline
Bill scars Alistair	Bill scars Alistair
Tom loves Caroline	Tom loves Caroline
Tom scares Rob	Tom scares Rob
John hates Matilda	John hates Matilda
Melanie annoys Rob	Melanie annoys Rob
Elizabeth drags Tom	Elizabeth drags Tom
David dates Philippa	David dates Philippa
Mary hurts Matilda	Mary hurts Matilda
Lily hates Bertram	Lily hates Bertram
Simon lifts Rob	Simon lifts Rob
Sam hunts Rick	Sam hunts Rick
Abby throws Philippa	Abby throws Philippa
Matilda dates Charles	Matilda dates Charles
Jane heals Caroline	Jane heals Caroline
Mary meets Rob	Mary meets Rob
Bill kills Rob	Bill kills Rob
David dates Bertram	David dates Bertram
Bill hates Alistair	Bill hates Alistair
Philip kills Simon	Philip kills Simon
Melanie startles John	Melanie startles John
Kenny hates Bertram	Kenny hates Bertram
Philip loves Rob	Philip loves Rob
Bill defends Rob	Bill defends Rob
Mary wakes Caroline	Mary wakes Caroline
Sam throws Bill	Sam throws Bill
Melanie greets Kenny	Melanie greets Kenny
John startles Philip	John startles Philip
Charles greets Caroline	Charles greets Caroline
Mary drags Kenny	Mary drags Kenny
Tom teaches Rob	Tom teaches Rob
Elizabeth awakes Elizabeth	Elizabeth awakes Elizabeth
Matilda hunts Bertram	Matilda hunts Bertram
Bertram annoys Caroline	Bertram annoys Caroline
John drowns Philip	John drowns Philip
Jane scares Rob	Jane scares Rob
Simon scares Bertram	Simon scares Bertram
Charles greets Tom	Charles greets Tom
Will knows Rob	Will knows Rob
Mary throws Alistair	Mary throws Alistair
Lily dates Abby	Lily dates Abby
Mary wakes Rick	Mary wakes Rick
Abby scars Elizabeth	Abby scars Elizabeth
Bill teaches Caroline	Bill teaches Caroline
Mary knows Rick	Mary knows Rick
James annoys Charles	James annoys Charles
Philip throws Caroline	Philip throws Caroline
Philippa wakes Simon	Philippa wakes Simon
Bertram throws Rick	Bertram throws Rick
Bertram scares Alistair	Bertram scares Alistair
Mary kills Caroline	Mary kills Caroline
Abby defends Charles	Abby defends Charles
Lily knows Tom	Lily knows Tom
Jane meets Philip	Jane meets Philip
Jane lifts Philippa	Jane lifts Philippa
Melanie greets Tom	Melanie greets Tom
Lily throws Alistair	Lily throws Alistair
Sam hunts Rob	Sam hunts Rob
Pedro wakes Rob	Pedro wakes Rob
Jane meets Rick	Jane meets Rick
Kenny wakes Caroline	Kenny wakes Caroline
Jane greets Mary	Jane greets Mary
Abby dislikes Simon	Abby dislikes Simon
Will throws Kenny	Will throws Kenny
Mary heals Matilda	Mary heals Matilda
Melanie hates John	Melanie hates John
David scares Alistair	David scares Alistair
Rick meets James	Rick meets James
Jane drags Philip	Jane drags Philip
Pedro kills Abby	Pedro kills Abby
Simon wakes Bertram	Simon wakes Bertram
Mary likes Caroline	Mary likes Caroline
Mary likes Alistair	Mary likes Alistair
Abby loves Caroline	Abby loves Caroline
Bill annoys Caroline	Bill annoys Caroline
David hurts Rob	David hurts Rob
Jane teaches Kenny	Jane teaches Kenny
Abby heals Bill	Abby heals Bill
Lily meets James	Lily meets James
Melanie scares Philippa	Melanie scares Philippa
Lily dislikes Simon	Lily dislikes Simon
Philippa carries Rob	Philippa carries Rob
Pedro greets Alistair	Pedro greets Alistair
Jane meets Charles	Jane meets Charles
Mary likes Bill	Mary likes Bill
Philip wakes Caroline	Philip wakes Caroline
Melanie dates Philippa	Melanie dates Philippa
James hunts David	James hunts David
Pedro startles Jane	Pedro startles Jane
Philippa hunts Rick	Philippa hunts Rick
Mary carries Rick	Mary carries Rick
Mary hunts Caroline	Mary hunts Caroline
Lily wakes Elizabeth	Lily wakes Elizabeth
Elizabeth annoys Rick	Elizabeth annoys Rick
David drags Simon	David drags Simon
James hates Charles	James hates Charles
Philip throws Kenny	Philip throws Kenny
Sam hurts Matilda	Sam hurts Matilda
Caroline likes Elizabeth	Caroline likes Elizabeth
Mary dislikes John	Mary dislikes John
David throws Rick	David throws Rick
Kenny hates Alistair	Kenny hates Alistair
Mary drags Melanie	Mary drags Melanie
David carries Rob	David carries Rob
Tom drags Tom	Tom drags Tom
Sam carries Alistair	Sam carries Alistair
Charles awakes Will	Charles awakes Will
Abby lifts Elizabeth	Abby lifts Elizabeth
Pedro loves Philip	Pedro loves Philip
Lily likes Caroline	Lily likes Caroline
Pedro knows Will	Pedro knows Will
Bill hates Caroline	Bill hates Caroline
Bertram defends Tom	Bertram defends Tom
Jane scars Alistair	Jane scars Alistair
John meets Rob	John meets Rob
Kenny drags Melanie	Kenny drags Melanie
John hunts Rick	John hunts Rick
Simon dislikes Caroline	Simon dislikes Caroline
Pedro greets James	Pedro greets James
Bertram dates Tom	Bertram dates Tom
Sam hurts Jane	Sam hurts Jane
Matilda heals Alistair	Matilda heals Alistair
Pedro lifts Kenny	Pedro lifts Kenny
James scars James	James scars James
Sam dislikes Rick	Sam dislikes Rick
Jane throws Melanie	Jane throws Melanie
Philippa meets Rick	Philippa meets Rick
Philip annoys Elizabeth	Philip annoys Elizabeth
Lily defends Rob	Lily defends Rob
Abby carries Tom	Abby carries Tom
Melanie scares Rob	Melanie scares Rob
Sam dates Rob	Sam dates Rob
Kenny drowns Caroline	Kenny drowns Caroline
Lily greets Matilda	Lily greets Matilda
Charles meets Caroline	Charles meets Caroline
Kenny startles Matilda	Kenny startles Matilda
Philippa wakes Rob	Philippa wakes Rob
James dislikes Alistair	James dislikes Alistair
Bill dislikes Rick	Bill dislikes Rick
Kenny dates David	Kenny dates David
Jane annoys Tom	Jane annoys Tom
Lily lifts Elizabeth	Lily lifts Elizabeth
Sam dates Rick	Sam dates Rick
Pedro dislikes Lily	Pedro dislikes Lily
Alistair awakes Alistair	Alistair awakes Alistair
Bertram heals Tom	Bertram heals Tom
Mary hurts Simon	Mary hurts Simon
David teaches Caroline	David teaches Caroline
Matilda greets Bertram	Matilda greets Bertram
Jane meets Lily	Jane meets Lily
Will defends Rob	Will defends Rob
Will startles Kenny	Will startles Kenny
Abby hurts Elizabeth	Abby hurts Elizabeth
Sam lifts Bill	Sam lifts Bill
Philip throws Alistair	Philip throws Alistair
Mary hurts Alistair	Mary hurts Alistair
Philip drowns Simon	Philip drowns Simon
Jane hates Caroline	Jane hates Caroline
Lily drags Melanie	Lily drags Melanie
Simon dates Charles	Simon dates Charles
Sam kills Rick	Sam kills Rick
Pedro knows Charles	Pedro knows Charles
Pedro scares Bill	Pedro scares Bill
David dates Rick	David dates Rick
Melanie scares James	Melanie scares James
David kills Elizabeth	David kills Elizabeth
Jane heals Rob	Jane heals Rob
Jane likes Bertram	Jane likes Bertram
Philippa drowns Rob	Philippa drowns Rob
Abby scars Alistair	Abby scars Alistair
Kenny scares Simon	Kenny scares Simon
Bertram knows Rick	Bertram knows Rick
Will hunts James	Will hunts James
Pedro hates Caroline	Pedro hates Caroline
John hurts Elizabeth	John hurts Elizabeth
Lily awakes Elizabeth	Lily awakes Elizabeth
Rick hunts James	Rick hunts James
Bill kills Pedro	Bill kills Pedro
Pedro lifts Tom	Pedro lifts Tom
David kills James	David kills James
Melanie heals Tom	Melanie heals Tom
Sam likes Jane	Sam likes Jane
Mary defends Philippa	Mary defends Philippa
Lily lifts Charles	Lily lifts Charles
Philip hunts Charles	Philip hunts Charles
Caroline carries Alistair	Caroline carries Alistair
Melanie heals Matilda	Melanie heals Matilda
Tom loves Elizabeth	Tom loves Elizabeth
Pedro greets Bertram	Pedro greets Bertram
Pedro scares Philip	Pedro scares Philip
James hurts Rob	James hurts Rob
Bill teaches Tom	Bill teaches Tom
Will knows Kenny	Will knows Kenny
Matilda defends Bertram	Matilda defends Bertram
Melanie likes Tom	Melanie likes Tom
Kenny startles Rick	Kenny startles Rick
Melanie likes Rick	Melanie likes Rick
Mary meets Alistair	Mary meets Alistair
Sam hunts Bertram	Sam hunts Bertram
Matilda scares Simon	Matilda scares Simon
Bertram defends Alistair	Bertram defends Alistair
Pedro dislikes Philippa	Pedro dislikes Philippa
Simon wakes Rick	Simon wakes Rick
Simon hunts Bertram	Simon hunts Bertram
Melanie loves Matilda	Melanie loves Matilda
Jane throws Will	Jane throws Will
Jane hurts Philippa	Jane hurts Philippa
John drowns John	John drowns John
Mary dislikes Bertram	Mary dislikes Bertram
Tom scars Elizabeth	Tom scars Elizabeth
James annoys Alistair	James annoys Alistair
David greets Philippa	David greets Philippa
James annoys Rob	James annoys Rob
Philip annoys Charles	Philip annoys Charles
Pedro defends Simon	Pedro defends Simon
Rick knows Tom	Rick knows Tom
Simon lifts Elizabeth	Simon lifts Elizabeth
Mary teaches Abby	Mary teaches Abby
Pedro loves Mary	Pedro loves Mary
James loves Rob	James loves Rob
Kenny loves Caroline	Kenny loves Caroline
Mary meets Bill	Mary meets Bill
Mary likes Charles	Mary likes Charles
Melanie kills Rob	Melanie kills Rob
Simon hurts Alistair	Simon hurts Alistair
Jane likes Rick	Jane likes Rick
Bill scares Alistair	Bill scares Alistair
David knows Elizabeth	David knows Elizabeth
Mary meets Charles	Mary meets Charles
Sam hates Jane	Sam hates Jane
Mary likes Abby	Mary likes Abby
David greets James	David greets James
Bertram meets James	Bertram meets James
Kenny scares Rick	Kenny scares Rick
Melanie meets Charles	Melanie meets Charles
Mary dislikes Simon	Mary dislikes Simon
Kenny hunts Caroline	Kenny hunts Caroline
Lily knows Simon	Lily knows Simon
David hates Rick	David hates Rick
Melanie greets Matilda	Melanie greets Matilda
Mary startles Simon	Mary startles Simon
Charles throws Rick	Charles throws Rick
John lifts Charles	John lifts Charles
John meets James	John meets James
David kills Caroline	David kills Caroline
Simon lifts James	Simon lifts James
Melanie greets Philippa	Melanie greets Philippa
Philip scares Alistair	Philip scares Alistair
Mary defends Alistair	Mary defends Alistair
John annoys Alistair	John annoys Alistair
Mary lifts Elizabeth	Mary lifts Elizabeth
Simon heals David	Simon heals David
Jane lifts Rob	Jane lifts Rob
Pedro teaches Rob	Pedro teaches Rob
Tom loves Rob	Tom loves Rob
Sam lifts Matilda	Sam lifts Matilda
Matilda loves Rob	Matilda loves Rob
Pedro drowns Charles	Pedro drowns Charles
Sam loves Alistair	Sam loves Alistair
Will kills Abby	Will kills Abby
Pedro throws Bill	Pedro throws Bill
Lily throws Rob	Lily throws Rob
Matilda wakes Elizabeth	Matilda wakes Elizabeth
Will knows Charles	Will knows Charles
Matilda wakes Philippa	Matilda wakes Philippa
Melanie scares Sam	Melanie scares Sam
David drowns Rob	David drowns Rob
Tom teaches Tom	Tom teaches Tom
Kenny throws Will	Kenny throws Will
Will likes Rick	Will likes Rick
Kenny dislikes Charles	Kenny dislikes Charles
Pedro wakes Caroline	Pedro wakes Caroline
Melanie greets James	Melanie greets James
Philippa heals Alistair	Philippa heals Alistair
Kenny likes Elizabeth	Kenny likes Elizabeth
Matilda scares Philip	Matilda scares Philip
Abby hurts Jane	Abby hurts Jane
David drowns Bertram	David drowns Bertram
Mary teaches Bill	Mary teaches Bill
James kills Rick	James kills Rick
Lily scars James	Lily scars James
James knows Rob	James knows Rob
Bertram startles Alistair	Bertram startles Alistair
Bill throws Rob	Bill throws Rob
Jane drags Philippa	Jane drags Philippa
Philip lifts Caroline	Philip lifts Caroline
John heals Matilda	John heals Matilda
David annoys Charles	David annoys Charles
Melanie meets Rob	Melanie meets Rob
David lifts Bill	David lifts Bill
Sam hates Bertram	Sam hates Bertram
Philip drowns Charles	Philip drowns Charles
Matilda scars Alistair	Matilda scars Alistair
Sam greets Tom	Sam greets Tom
Bill drowns Philip	Bill drowns Philip
Philip drowns James	Philip drowns James
Simon scares Rob	Simon scares Rob
Melanie throws Caroline	Melanie throws Caroline
Mary kills Bill	Mary kills Bill
Philip hunts Matilda	Philip hunts Matilda
Abby throws Charles	Abby throws Charles
Matilda knows Matilda	Matilda knows Matilda
Bertram hates Rick	Bertram hates Rick
Bertram kills Caroline	Bertram kills Caroline
Lily annoys Bill	Lily annoys Bill
Pedro wakes Charles	Pedro wakes Charles
Lily annoys Elizabeth	Lily annoys Elizabeth
Bertram teaches Philip	Bertram teaches Philip
Abby greets Tom	Abby greets Tom
Philip scares Rob	Philip scares Rob
Kenny dislikes Philippa	Kenny dislikes Philippa
Abby dislikes Abby	Abby dislikes Abby
Elizabeth teaches Caroline	Elizabeth teaches Caroline
Mary drowns Bill	Mary drowns Bill
David hates Simon	David hates Simon
Bertram hunts Will	Bertram hunts Will
David likes Rick	David likes Rick
Lily defends Tom	Lily defends Tom
Melanie awakes Will	Melanie awakes Will
Pedro wakes Elizabeth	Pedro wakes Elizabeth
Philippa hurts Simon	Philippa hurts Simon
Mary awakes James	Mary awakes James
David lifts Elizabeth	David lifts Elizabeth
Lily teaches Tom	Lily teaches Tom
John heals James	John heals James
Matilda likes Charles	Matilda likes Charles
Bill hates Rob	Bill hates Rob
Melanie heals Caroline	Melanie heals Caroline
Philip meets Philip	Philip meets Philip
Kenny dislikes Rob	Kenny dislikes Rob
David likes Alistair	David likes Alistair
Sam heals Matilda	Sam heals Matilda
Abby hurts Alistair	Abby hurts Alistair
Jane lifts Elizabeth	Jane lifts Elizabeth
David annoys James	David annoys James
Mary awakes John	Mary awakes John
Melanie carries Tom	Melanie carries Tom
Will drowns John	Will drowns John
John drowns Charles	John drowns Charles
Elizabeth hurts Elizabeth	Elizabeth hurts Elizabeth
Melanie lifts Philippa	Melanie lifts Philippa
Mary meets Caroline	Mary meets Caroline
Will hates Bill	Will hates Bill
Melanie defends Tom	Melanie defends Tom
Abby startles Tom	Abby startles Tom
Simon likes Charles	Simon likes Charles
Charles loves Alistair	Charles loves Alistair
Sam defends Charles	Sam defends Charles
David greets Charles	David greets Charles
Kenny drags Charles	Kenny drags Charles
Melanie carries James	Melanie carries James
Kenny loves Philip	Kenny loves Philip
David teaches Simon	David teaches Simon
Jane scars Charles	Jane scars Charles
Matilda hunts Philippa	Matilda hunts Philippa
Simon carries Bertram	Simon carries Bertram
Pedro throws Rob	Pedro throws Rob
Melanie awakes Philippa	Melanie awakes Philippa
Abby hunts Abby	Abby hunts Abby
David greets Mary	David greets Mary
John dislikes Rick	John dislikes Rick
Philip knows Charles	Philip knows Charles
Will hunts Bill	Will hunts Bill
Sam loves Tom	Sam loves Tom
David wakes Melanie	David wakes Melanie
Bertram kills Elizabeth	Bertram kills Elizabeth
Sam defends Tom	Sam defends Tom
Elizabeth annoys Alistair	Elizabeth annoys Alistair
Melanie loves Philip	Melanie loves Philip
Kenny hunts Rob	Kenny hunts Rob
Kenny scares Tom	Kenny scares Tom
Kenny drowns Bertram	Kenny drowns Bertram
Lily greets Philip	Lily greets Philip
James teaches James	James teaches James
Mary awakes Elizabeth	Mary awakes Elizabeth
Pedro kills Bill	Pedro kills Bill
Mary defends Charles	Mary defends Charles
Philippa wakes Charles	Philippa wakes Charles
Jane likes Philip	Jane likes Philip
Lily loves Caroline	Lily loves Caroline
James defends Alistair	James defends Alistair
Abby throws Alistair	Abby throws Alistair
Bill hurts Matilda	Bill hurts Matilda
Bill annoys Rick	Bill annoys Rick
Melanie heals Abby	Melanie heals Abby
Will drags Will	Will drags Will
David kills Rick	David kills Rick
Philip knows Elizabeth	Philip knows Elizabeth
Philip annoys Alistair	Philip annoys Alistair
Simon carries Charles	Simon carries Charles
Matilda hunts Rob	Matilda hunts Rob
Jane startles James	Jane startles James
Melanie throws Charles	Melanie throws Charles
Lily wakes Caroline	Lily wakes Caroline
Simon hunts Caroline	Simon hunts Caroline
Melanie teaches Abby	Melanie teaches Abby
Melanie likes Abby	Melanie likes Abby
Pedro awakes Will	Pedro awakes Will
Abby startles Jane	Abby startles Jane
John lifts Elizabeth	John lifts Elizabeth
Kenny teaches Caroline	Kenny teaches Caroline
Mary lifts Kenny	Mary lifts Kenny
Mary throws Simon	Mary throws Simon
Will kills Bill	Will kills Bill
Matilda scars Rob	Matilda scars Rob
Bertram heals Caroline	Bertram heals Caroline
Sam annoys Rob	Sam annoys Rob
Sam carries Philippa	Sam carries Philippa
Philip knows Philippa	Philip knows Philippa
Melanie kills Matilda	Melanie kills Matilda
Philippa likes Charles	Philippa likes Charles
Jane hurts Rob	Jane hurts Rob
Melanie heals James	Melanie heals James
Lily wakes Mary	Lily wakes Mary
Tom heals Rob	Tom heals Rob
Lily hurts Matilda	Lily hurts Matilda
James hurts Simon	James hurts Simon
Mary dislikes Caroline	Mary dislikes Caroline
Philip startles Elizabeth	Philip startles Elizabeth
Sam hunts Philippa	Sam hunts Philippa
Abby annoys Alistair	Abby annoys Alistair
Lily awakes Philip	Lily awakes Philip
Melanie scares Caroline	Melanie scares Caroline
Bertram throws Caroline	Bertram throws Caroline
Pedro wakes Tom	Pedro wakes Tom
Simon awakes Charles	Simon awakes Charles
Pedro dislikes Simon	Pedro dislikes Simon
John drowns Philippa	John drowns Philippa
Pedro carries Elizabeth	Pedro carries Elizabeth
Tom drags Caroline	Tom drags Caroline
Lily dates Alistair	Lily dates Alistair
Philip knows Rob	Philip knows Rob
Will startles Abby	Will startles Abby
Mary drags Philippa	Mary drags Philippa
Philippa carries Bertram	Philippa carries Bertram
Jane lifts Caroline	Jane lifts Caroline
Sam scares Bill	Sam scares Bill
Simon annoys Bertram	Simon annoys Bertram
Simon dates Rob	Simon dates Rob
Kenny likes Caroline	Kenny likes Caroline
Simon drowns Bertram	Simon drowns Bertram
Jane dates Elizabeth	Jane dates Elizabeth
Jane meets James	Jane meets James
Sam greets Caroline	Sam greets Caroline
Will dates Rick	Will dates Rick
Jane meets Rob	Jane meets Rob
Sam loves Rob	Sam loves Rob
Mary teaches Tom	Mary teaches Tom
Philippa drowns Tom	Philippa drowns Tom
John lifts Tom	John lifts Tom
